"Album","RowID","Track","TrackID","RateCount","Path","ELO","Artist"
"Blue Ridge Rangers","2863","Jambalaya (On The Bayou)","44342","0","D:\Music\Music\John Fogerty\Blue Ridge Rangers\04 Jambalaya (On The Bayou).m4a","2100","John Fogerty"
"Insomniac","2864","Jaded","44343","0","D:\Music\Music\Green Day\Insomniac\11 Jaded.m4a","1600","Green Day"
"Angus","2865","J.A.R. (Jason Andrew Relva)","44344","0","D:\Music\Music\Various Artists\Angus\01 J.A.R. (Jason Andrew Relva).m4a","1600","Green Day"
"Hot Shot","2866","It Wasn't Me","44345","0","D:\Music\Music\Shaggy\Hot Shot\10 It Wasn't Me.m4a","1600","Shaggy"
"Document","2867","It's The End Of The World As We Know It","44346","0","D:\Music\Music\R.E.M_\Document\06 It's The End Of The World As We K.m4a","1600","R.E.M."
"The Singles 1992-2003","2868","It's My Life","44347","0","D:\Music\Music\No Doubt\The Singles 1992-2003\01 It's My Life.m4a","1600","No Doubt"
"It's Like That","2869","It's Like That","44348","0","D:\Music\Music\Run-D.M.C. vs Jason Nevins\It's Like That\It's Like That.m4a","2100","Run-D.M.C. vs Jason Nevins"
"Juice","2870","It's Just Porn Mum","44349","0","D:\Music\Music\Trucks\Juice\09 It's Just Porn Mum.m4a","1600","Trucks"
"It's Five O'clock Somewhere","2871","It's Five O'clock Somewhere","44350","0","D:\Music\Music\Alan Jackson & Jimmy Buffett\It's Five O'clock Somewhere\17 It's Five O'clock Somewhere.m4a","1600","Alan Jackson & Jimmy Buffett"
"Jagged Little Pill","2872","Ironic","44351","0","D:\Music\Music\Alanis Morissette\Jagged Little Pill\10 Ironic.m4a","1600","Alanis Morissette"
"Paranoid","2873","Iron Man","44352","0","D:\Music\Music\Black Sabbath\Paranoid\04 Iron Man.m4a","2600","Black Sabbath"
"Hybrid Theory","2874","In the End","44353","0","D:\Music\Music\Linkin Park\Hybrid Theory\08 In the End.m4a","1600","Linkin Park"
"Middleborough Rd","2875","In The Countryside","44354","0","D:\Music\Music\Tripod\Middleborough Rd\07 In The Countryside.m4a","1600","Tripod"
"Imagine","2876","Imagine","44355","0","D:\Music\Music\John Lennon\Imagine\12 Imagine.m4a","2100","John Lennon"
"Freaky Styley","2877","If You Want Me To Stay","44356","0","D:\Music\Music\Red Hot Chili Peppers\Freaky Styley\04 If You Want Me To Stay.m4a","1600","Red Hot Chili Peppers"
"Best Of","2878","If You Leave Me Can I Come Too","44357","0","D:\Music\Music\Mental As Anything\Best Of\05 If You Leave Me Can I Come Too.m4a","2100","Mental As Anything"
"Middleborough Rd","2879","If I Had A Tattoo","44358","0","D:\Music\Music\Tripod\Middleborough Rd\04 If I Had A Tattoo.m4a","1600","Tripod"
"In Between Dreams","2880","If I Could","44359","0","D:\Music\Music\Jack Johnson\In Between Dreams\10 If I Could.m4a","1600","Jack Johnson"
"To the Extreme","2881","Ice Ice Baby","44360","0","D:\Music\Music\Vanilla Ice\To the Extreme\01 Ice Ice Baby.m4a","1600","Vanilla Ice"
"A Santa Cause: It's A Punk Rock Christmas","2882","I Won't Be Home For Christmas","44361","0","D:\Music\Music\Various Artists\A Santa Cause_ It's A Punk Rock Christma\04 I Won't Be Home For Christmas.m4a","1600","Blink-182"
"I Wish I Was A Punk Rocker (With Flowers In My Hair)","2883","I Wish I Was A Punk Rocker (With Flowers In My Hair)","44362","0","D:\Music\Music\Sandi Thom\I Wish I Was A Punk Rocker (With Flowers\01 I Wish I Was A Punk Rocker (With.m4a","1600","Sandi Thom"
"Divinyls","2884","I Touch Myself","44363","0","D:\Music\Music\Divinyls\Divinyls\02 I Touch Myself.m4a","1600","Divinyls"
"Even Worse","2885"," I Think I'm a Clone Now","44364","0","D:\Music\Music\_Weird Al_ Yankovic\Even Worse\05  I Think I'm a Clone Now.m4a","1100","""Weird Al"" Yankovic"
"Creedence Clearwater Revival","2886","I Put A Spell On You","44365","0","D:\Music\Music\Creedence Clearwater Revival\Creedence Clearwater Revival\12 I Put A Spell On You.m4a","2100","Creedence Clearwater Revival"
"Better In The Dark","2887","I Never Liked You","44366","0","D:\Music\Music\Rogue Traders\Better In The Dark\03 I Never Liked You.m4a","1600","Rogue Traders"
"Breakfast At Fatboys","2888","I Love Work","44367","0","D:\Music\Music\Butterfingers\Breakfast At Fatboys\12 I Love Work.m4a","1600","Butterfingers"
"Weird Al Yankovic","2889","I Love Rocky Road","44368","0","D:\Music\Music\_Weird Al_ Yankovic\Weird Al Yankovic\03 I Love Rocky Road.m4a","1100","""Weird Al"" Yankovic"
"Cosmo's Factory","2890","I Heard It Through The Grapevine","44369","0","D:\Music\Music\Creedence Clearwater Revival\Cosmo's Factory\10 I Heard It Through The Grapevine.m4a","1600","Creedence Clearwater Revival"
"At Newport","2891","I Got a Woman","44370","0","D:\Music\Music\Ray Charles\At Newport\03 I Got a Woman.m4a","1600","Ray Charles"
"Box Car Racer","2892","I Feel So","44371","0","D:\Music\Music\Box Car Racer\Box Car Racer\01 I Feel So.m4a","2100","Box Car Racer"
"Catalyst","2893","I Dont Wanna Miss A Thing","44372","0","D:\Music\Music\A New Found Glory\Catalyst\14 I Dont Wanna Miss A Thing.m4a","1600","A New Found Glory"
"Warning! (Single)","2894","I Don't Want To Know If You Are Lonely","44373","0","D:\Music\Music\Green Day\Warning! (Single)\03 I Don't Want To Know If You Are L.m4a","1600","Green Day"
"Ixnay on the Hombre","2895","I Choose","44374","0","D:\Music\Music\The Offspring\Ixnay on the Hombre\08 I Choose.m4a","1600","The Offspring"
"Out Of Our Heads","2896","(I Can't Get No) Satisfaction","44375","0","D:\Music\Music\The Rolling Stones\Out Of Our Heads\01 (I Can't Get No) Satisfaction.m4a","1600","The Rolling Stones"
"O Brother, Where Art Thou","2897","I Am A Man Of Constant Sorrow","44376","0","D:\Music\Music\Various Artists\O Brother, Where Art Thou\16 I Am A Man Of Constant Sorrow.m4a","2100","The Soggy Bottom Boys"
"Throwing Copper","2898","I Alone","44377","0","D:\Music\Music\Live\Throwing Copper\03 I Alone.m4a","1600","Live"
"Buffy the Vampire Slayer","2899","I Ain't Gonna Eat Out My Heart Anymore","44378","0","D:\Music\Music\Various Artists\Buffy the Vampire Slayer\06 I Ain't Gonna Eat Out My Heart An.m4a","1600","Divinyls"
"Once More, With Feeling","2900","I've Got A Theory / Bunnies / If We're Together","44379","0","D:\Music\Music\The Cast Of Buffy The Vampire Slayer\Once More, With Feeling\02 I've Got A Theory _ Bunnies _ If.m4a","2100","The Cast Of Buffy The Vampire Slayer"
"Let Go","2901","I'm With You","44380","0","D:\Music\Music\Avril Lavigne\Let Go\04 I'm With You.m4a","1600","Avril Lavigne"
"Famous","2902","I'm So Sure","44381","0","D:\Music\Music\Puddle Of Mudd\Famous\09 I'm So Sure.m4a","1600","Puddle Of Mudd"
"Bad Hair Day","2903","I'm So Sick Of You","44382","0","D:\Music\Music\_Weird Al_ Yankovic\Bad Hair Day\08 I'm So Sick Of You.m4a","1100","""Weird Al"" Yankovic"
"Not That Kind","2904","I'm Outta Love","44383","0","D:\Music\Music\Anastacia\Not That Kind\02 I'm Outta Love.m4a","1600","Anastacia"
"Sunshine on Leith","2905","I'm Gonna Be (500 Miles)","44384","0","D:\Music\Music\The Proclaimers\Sunshine on Leith\01 I'm Gonna Be (500 Miles).m4a","1600","The Proclaimers"
"Straight Outta Lynwood","2906","I'll Sue Ya","44385","0","D:\Music\Music\_Weird Al_ Yankovic\Straight Outta Lynwood\04 I'll Sue Ya.m4a","600","""Weird Al"" Yankovic"
"Once More, With Feeling","2907","I'll Never Tell","44386","0","D:\Music\Music\The Cast Of Buffy The Vampire Slayer\Once More, With Feeling\05 I'll Never Tell.m4a","2100","The Cast Of Buffy The Vampire Slayer"
"Don't Explain","2908","I'll Be Your Baby Tonight","44387","0","D:\Music\Music\Robert Palmer & UB40\Don't Explain\09 I'll Be Your Baby Tonight.m4a","1600","Robert Palmer & UB40"
"Greatest Hits","2909","I'll Be There For You","44388","0","D:\Music\Music\The Rembrandts\Greatest Hits\11 I'll Be There For You.m4a","1600","The Rembrandts"
"Weird Al Yankovic","2910","I'll Be Mellow When I'm Dead","44389","0","D:\Music\Music\_Weird Al_ Yankovic\Weird Al Yankovic\10 I'll Be Mellow When I'm Dead.m4a","1600","""Weird Al"" Yankovic"
"Desire","2911","Hurricane","44390","0","D:\Music\Music\Bob Dylan\Desire\01 Hurricane.m4a","1600","Bob Dylan"
"How Bizarre","2912","How Bizarre","44391","0","D:\Music\Music\OMC\How Bizarre\02 How Bizarre.m4a","1600","OMC"
"Middleborough Rd","2913","Hotgirl","44392","0","D:\Music\Music\Tripod\Middleborough Rd\06 Hotgirl.m4a","1600","Tripod"
"The Very Best of the Eagles","2914","Hotel California","44393","0","D:\Music\Music\The Eagles\The Very Best of the Eagles\03 Hotel California.m4a","1600","The Eagles"
"UHF","2915","The Hot Rocks Polka","44394","0","D:\Music\Music\_Weird Al_ Yankovic\UHF\05 The Hot Rocks Polka.m4a","1100","""Weird Al"" Yankovic"
"Nellyville","2916","Hot In Herre","44395","0","D:\Music\Music\Nelly\Nellyville\03 Hot In Herre.m4a","1600","Nelly"
"Dare To Be Stupid","2917","Hooked On Polkas","44396","0","D:\Music\Music\_Weird Al_ Yankovic\Dare To Be Stupid\11 Hooked On Polkas.m4a","1100","""Weird Al"" Yankovic"
"Through The Past Darkly (Big hits Vol.2)","2918","Honky Tonk Women","44397","0","D:\Music\Music\The Rolling Stones\Through The Past Darkly (Big hits Vol.2)\07 Honky Tonk Women.m4a","1600","The Rolling Stones"
"American Idiot","2919","Homecoming","44398","0","D:\Music\Music\Green Day\American Idiot\12 Homecoming.m4a","1600","Green Day"
"Freaky Styley","2920","Hollywood","44399","0","D:\Music\Music\Red Hot Chili Peppers\Freaky Styley\02 Hollywood.m4a","1600","Red Hot Chili Peppers"
"Fore!","2921","Hip To Be Square","44400","0","D:\Music\Music\Huey Lewis & the News\Fore!\05 Hip To Be Square.m4a","1600","Huey Lewis & the News"
"A Hillbilly Tribute to ACDC","2922","Highway to Hell","44401","0","D:\Music\Music\Hayseed Dixie\A Hillbilly Tribute to ACDC\01 Highway to Hell.m4a","1600","Hayseed Dixie"
"Polythene","2923","High","44402","0","D:\Music\Music\Feeder\Polythene\04 High.m4a","2600","Feeder"
"The Love Below","2924","Hey Ya!","44403","0","D:\Music\Music\Outkast\The Love Below\2-09 Hey Ya!.m4a","1600","Outkast"
"Pendulum","2925","Hey Tonight","44404","0","D:\Music\Music\Creedence Clearwater Revival\Pendulum\18 Hey Tonight.m4a","1600","Creedence Clearwater Revival"
"Elephunk","2926","Hey Mama","44405","0","D:\Music\Music\Black Eyed Peas\Elephunk\04 Hey Mama.m4a","1600","Black Eyed Peas"
"Punk Goes '90s","2927","Hey Jealousy","44406","0","D:\Music\Music\Various Artists\Punk Goes '90s\05 Hey Jealousy.m4a","1600","Hit The Lights"
"Rock Steady","2928","Hey Baby","44407","0","D:\Music\Music\No Doubt\Rock Steady\03 Hey Baby.m4a","1600","No Doubt"
"Polka Party!","2929","Here's Johnny","44408","0","D:\Music\Music\_Weird Al_ Yankovic\Polka Party!\06 Here's Johnny.m4a","1100","""Weird Al"" Yankovic"
"Tear of Thought","2930","Helping Hand","44409","0","D:\Music\Music\Screaming Jets\Tear of Thought\06 Helping Hand.m4a","1600","Screaming Jets"
"Waiting for the Sun","2931","Hello, I Love You","44410","0","D:\Music\Music\The Doors\Waiting for the Sun\01 Hello, I Love You.m4a","1600","The Doors"
"The Cat Empire","2932","Hello","44411","0","D:\Music\Music\The Cat Empire\The Cat Empire\05 Hello.m4a","1600","The Cat Empire"
"Hellbound","2933","Hellbound","44412","0","D:\Music\Music\The Living End\Hellbound\02 Hellbound.m4a","2100","The Living End"
"Rock Steady","2934","Hella Good","44413","0","D:\Music\Music\No Doubt\Rock Steady\02 Hella Good.m4a","1600","No Doubt"
"A Hillbilly Tribute to ACDC","2935","Hell's Bells","44414","0","D:\Music\Music\Hayseed Dixie\A Hillbilly Tribute to ACDC\04 Hell's Bells.m4a","1600","Hayseed Dixie"
"The Very Best of the Eagles","2936","Heartache Tonight","44415","0","D:\Music\Music\The Eagles\The Very Best of the Eagles\05 Heartache Tonight.m4a","1600","The Eagles"
"Greatest Hits Volume II","2937","Headline News","44416","0","D:\Music\Music\_Weird Al_ Yankovic\Greatest Hits Volume II\01 Headline News.m4a","1100","""Weird Al"" Yankovic"
"Pretty Hate Machine","2938","Head Like A Hole","44417","0","D:\Music\Music\Nine Inch Nails\Pretty Hate Machine\01 Head Like A Hole.m4a","2100","Nine Inch Nails"
"A White Sport Coat and a Pink Crustacean","2939","He Went To Paris","44418","0","D:\Music\Music\Jimmy Buffett\A White Sport Coat and a Pink Crustacean\03 He Went To Paris.m4a","2600","Jimmy Buffett"
"He Got Game","2940","He Got Game","44419","0","D:\Music\Music\Public Enemy\He Got Game\18 He Got Game.m4a","2100","Public Enemy"
"Best Of","2941","(He'll Never Be An) Ol' Man River","44420","0","D:\Music\Music\T.I.S.M_\Best Of\11 (He'll Never Be An) Ol' Man River.m4a","1600","T.I.S.M."
"Pendulum","2942","Have You Ever Seen The Rain","44421","0","D:\Music\Music\Creedence Clearwater Revival\Pendulum\17 Have You Ever Seen The Rain.m4a","1600","Creedence Clearwater Revival"
"Avalon Sunset","2943","Have I Told You Lately","44422","0","D:\Music\Music\Van Morrison\Avalon Sunset\04 Have I Told You Lately.m4a","1600","Van Morrison"
"A Hillbilly Tribute to ACDC","2944","Have a Drink on Me","44423","0","D:\Music\Music\Hayseed Dixie\A Hillbilly Tribute to ACDC\07 Have a Drink on Me.m4a","1600","Hayseed Dixie"
"Poodle Hat","2945","Hardware Store","44424","0","D:\Music\Music\_Weird Al_ Yankovic\Poodle Hat\02 Hardware Store.m4a","1100","""Weird Al"" Yankovic"
"Songs About Jane","2946","Harder To Breathe","44425","0","D:\Music\Music\Maroon 5\Songs About Jane\01 Harder To Breathe.m4a","1600","Maroon 5"
"Jagged Little Pill","2947","Hand In My Pocket","44426","0","D:\Music\Music\Alanis Morissette\Jagged Little Pill\04 Hand In My Pocket.m4a","1600","Alanis Morissette"
"Doggystyle","2948","GZ And Hustlas","44427","0","D:\Music\Music\Snoop Dogg\Doggystyle\12 GZ And Hustlas.m4a","1600","Snoop Dogg"
"Bad Hair Day","2949","Gump","44428","0","D:\Music\Music\_Weird Al_ Yankovic\Bad Hair Day\07 Gump.m4a","1600","""Weird Al"" Yankovic"
"Green River","2950","Green River","44429","0","D:\Music\Music\Creedence Clearwater Revival\Green River\06 Green River.m4a","1600","Creedence Clearwater Revival"
"The Red Hot Chili Peppers","2951","Green Heaven","44430","0","D:\Music\Music\Red Hot Chili Peppers\The Red Hot Chili Peppers\06 Green Heaven.m4a","1600","Red Hot Chili Peppers"
"Diorama","2952","The Greatest View","44431","0","D:\Music\Music\Silverchair\Diorama\02 The Greatest View.m4a","1600","Silverchair"
"Grease Megamix","2953","Grease Megamix","44432","0","D:\Music\Music\Grease\Grease Megamix\Grease Megamix.m4a","1600","Grease"
"Good Apollo, I'm Burning Star IV, Vol. 2","2954","Gravemakers & Gunslingers","44433","0","D:\Music\Music\Coheed & Cambria\Good Apollo, I'm Burning Star IV, Vol. 2\07 Gravemakers & Gunslingers.m4a","1600","Coheed & Cambria"
"Songs You Know by Heart","2955","Grapefruit, Juicyfruit","44434","0","D:\Music\Music\Jimmy Buffett\Songs You Know by Heart\11 Grapefruit, Juicyfruit.m4a","1600","Jimmy Buffett"
"Running With Scissors","2956","Grapefruit Diet","44435","0","D:\Music\Music\_Weird Al_ Yankovic\Running With Scissors\11 Grapefruit Diet.m4a","1100","""Weird Al"" Yankovic"
"Vitamin C","2957","Graduation (Friends Forever)","44436","0","D:\Music\Music\Vitamin C\Vitamin C\12 Graduation (Friends Forever).m4a","1600","Vitamin C"
"In Between Dreams","2958","Good People","44437","0","D:\Music\Music\Jack Johnson\In Between Dreams\04 Good People.m4a","2100","Jack Johnson"
"Even Worse","2959","Good Old Days","44438","0","D:\Music\Music\_Weird Al_ Yankovic\Even Worse\11 Good Old Days.m4a","1600","""Weird Al"" Yankovic"
"We Don't Need To Whisper","2960","Good Day","44439","0","D:\Music\Music\Angels & Airwaves\We Don't Need To Whisper\09 Good Day.m4a","1600","Angels & Airwaves"
"Gonna Ride All Night Long","2961","Gonna Ride All Night Long","44440","0","D:\Music\Music\The Wolverines\Gonna Ride All Night Long\01 Gonna Ride All Night Long.m4a","1600","The Wolverines"
"Middleborough Rd","2962","Gonna Make?","44441","0","D:\Music\Music\Tripod\Middleborough Rd\13 Gonna Make_.m4a","1600","Tripod"
"Monkey Business","2963","Gone Going [feat. Jack Jonhson]","44442","0","D:\Music\Music\Black Eyed Peas\Monkey Business\09 Gone Going [feat. Jack Jonhson].m4a","2100","Black Eyed Peas"
"Ixnay on the Hombre","2964","Gone Away","44443","0","D:\Music\Music\The Offspring\Ixnay on the Hombre\07 Gone Away.m4a","1600","The Offspring"
"Late Registration","2965","Gold Digger [feat. Jamie Foxx]","44444","0","D:\Music\Music\Kanye West\Late Registration\04 Gold Digger [feat. Jamie Foxx].m4a","1600","Kanye West"
"Bill & Ted's Bogus Journey","2966","God Gave Rock & Roll To You","44445","0","D:\Music\Music\Various Artists\Bill & Ted's Bogus Journey\03 God Gave Rock & Roll To You.m4a","2100","Kiss"
"The Best of Van Morrison","2967","Gloria","44446","0","D:\Music\Music\Van Morrison\The Best of Van Morrison\02 Gloria.m4a","1600","Van Morrison"
"Doggystyle","2968","Gin And Juice","44447","0","D:\Music\Music\Snoop Dogg\Doggystyle\03 Gin And Juice.m4a","1600","Snoop Dogg"
"Pronounced Leh-Nerd Skin-Nerd","2969","Gimme Three Steps","44448","0","D:\Music\Music\Lynyrd Skynyrd\Pronounced Leh-Nerd Skin-Nerd\03 Gimme Three Steps.m4a","1600","Lynyrd Skynyrd"
"Let It Bleed","2970","Gimme Shelter","44449","0","D:\Music\Music\The Rolling Stones\Let It Bleed\01 Gimme Shelter.m4a","2100","The Rolling Stones"
"Gimme Back My Bullets","2971","Gimme Back My Bullets","44450","0","D:\Music\Music\Lynyrd Skynyrd\Gimme Back My Bullets\01 Gimme Back My Bullets.m4a","1600","Lynyrd Skynyrd"
"We Don't Need To Whisper","2972","The Gift","44451","0","D:\Music\Music\Angels & Airwaves\We Don't Need To Whisper\07 The Gift.m4a","1600","Angels & Airwaves"
"Ghostbusters","2973","Ghostbusters","44452","0","D:\Music\Music\Ray Parker Jr\Ghostbusters\01 Ghostbusters.m4a","1600","Ray Parker Jr"
"Deeper You Dig","2974","Get Up Outta The Dirt","44453","0","D:\Music\Music\Butterfingers\Deeper You Dig\08 Get Up Outta The Dirt.m4a","1600","Butterfingers"
"The Red Hot Chili Peppers","2975","Get Up And Jump","44454","0","D:\Music\Music\Red Hot Chili Peppers\The Red Hot Chili Peppers\04 Get Up And Jump.m4a","1600","Red Hot Chili Peppers"
"December's Children (And Everybody's)","2976","Get Off Of My Cloud","44455","0","D:\Music\Music\The Rolling Stones\December's Children (And Everybody's)\07 Get Off Of My Cloud.m4a","1600","The Rolling Stones"
"Dare To Be Stupid","2977","George of the Jungle","44456","0","D:\Music\Music\_Weird Al_ Yankovic\Dare To Be Stupid\06 George of the Jungle.m4a","1100","""Weird Al"" Yankovic"
"UHF","2978","Generic Blues","44457","0","D:\Music\Music\_Weird Al_ Yankovic\UHF\09 Generic Blues.m4a","1100","""Weird Al"" Yankovic"
